player_name,birthday,bmi,date,overall_rating,potential,preferred_foot,long_shots,attack,skill,movement,power,mentality,defend,goal_keep
Jeroen Tesselaar,1989-01-16,22.11,2016-01-21,65.0,66.0,left,14.0,43.0,52.8,67.2,46.8,51.0,64.0,11.6
Jeroen van der Lely,1996-03-22,20.53,2016-04-14,63.0,74.0,right,30.0,44.2,52.4,65.4,48.6,49.8,65.7,7.8
Jeroen Zoet,1991-01-06,24.01,2016-03-17,79.0,83.0,right,17.0,20.8,23.2,55.0,41.2,26.8,16.7,79.2
Jerome Boateng,1988-09-03,24.1,2016-01-14,87.0,88.0,right,58.0,63.6,61.6,70.4,75.6,66.6,88.3,9.0
Jerome Gondorf,1988-06-26,24.81,2016-04-28,72.0,73.0,right,69.0,60.6,70.2,72.0,77.6,68.0,67.7,10.2
Jerome Le Moigne,1983-02-15,21.83,2016-04-21,68.0,68.0,right,65.0,64.6,65.0,50.8,70.6,64.6,53.0,10.8
Jerome Prior,1995-08-08,26.31,2016-03-10,68.0,79.0,right,17.0,17.8,19.8,51.2,41.2,28.8,15.3,68.2
Jerome Roussillon,1993-01-06,25.99,2016-03-17,73.0,79.0,left,65.0,64.6,67.0,77.6,68.8,67.2,71.0,10.4
Jerome Thiesson,1987-08-06,22.81,2016-05-19,60.0,60.0,right,42.0,55.2,51.6,64.0,58.8,56.6,61.7,8.2
Jerome Thomas,1983-03-23,23.1,2016-02-25,68.0,68.0,right,58.0,62.6,61.2,70.2,58.6,54.6,32.0,11.2
Jerry St. Juste,1996-10-19,20.71,2016-04-14,70.0,82.0,right,37.0,47.6,51.2,71.6,62.2,60.8,72.7,11.8
Jerry Uche Mbakogu,1992-10-01,24.55,2016-05-05,73.0,78.0,right,60.0,65.8,62.8,79.0,76.2,58.0,21.7,13.0
Jerson Cabral,1991-01-03,21.81,2016-03-24,68.0,71.0,left,68.0,60.2,65.8,77.6,58.0,52.4,30.7,9.4
Jese Rodriguez,1993-02-26,23.1,2016-04-28,80.0,87.0,right,74.0,64.8,75.0,82.0,71.2,55.2,17.0,10.8
Jesper Drost,1993-01-11,24.37,2016-03-17,71.0,75.0,right,62.0,64.8,64.6,73.0,63.6,60.2,50.0,11.4
Jesper Hansen,1985-03-31,22.08,2016-01-28,70.0,70.0,right,13.0,18.2,21.8,46.6,37.2,20.4,14.7,70.0
Jesper Joergensen,1984-05-09,23.6,2016-01-21,67.0,67.0,right,71.0,66.2,67.6,64.6,71.0,68.2,55.0,9.8
Jesper Juelsgaard,1989-01-26,25.24,2016-03-10,67.0,67.0,left,58.0,52.8,55.4,68.6,66.8,53.6,66.7,11.4
Jesse Lingard,1992-12-15,21.12,2016-04-28,76.0,82.0,right,60.0,65.8,68.4,82.2,65.6,60.2,39.7,10.8
Jessy Pi,1993-09-24,22.81,2016-04-21,66.0,71.0,right,50.0,52.2,58.6,70.8,59.2,60.0,57.3,11.0
Jesus Corona,1993-01-06,20.83,2016-04-14,78.0,84.0,right,61.0,70.2,76.2,83.8,62.4,63.8,39.7,10.0
Jesus Datolo,1984-05-19,22.81,2016-04-14,77.0,77.0,left,78.0,70.0,79.4,76.0,67.8,63.6,53.0,11.2
Jesus Fernandez,1988-06-11,22.87,2016-06-16,69.0,69.0,left,14.0,15.4,15.8,47.6,41.6,23.6,13.0,67.8
Jesus Gamez,1985-04-10,23.06,2016-05-05,78.0,78.0,right,51.0,57.6,63.8,65.8,75.4,63.4,83.3,11.0
Jesus Navas,1985-11-21,20.67,2016-02-04,80.0,80.0,right,74.0,69.6,72.8,86.8,64.8,57.8,24.3,11.0
Jetro Willems,1994-03-30,25.22,2016-05-05,78.0,86.0,left,68.0,67.4,73.4,81.4,78.6,69.6,76.0,11.2
Jhon Cordoba,1993-05-11,24.67,2016-06-09,75.0,80.0,right,68.0,68.4,63.2,75.0,77.6,66.0,31.3,10.6
Jhon Murillo,1995-11-21,21.77,2016-07-07,67.0,79.0,right,70.0,53.8,57.4,87.0,62.0,48.2,17.7,9.6
Jhonder Cadiz,1995-07-29,20.12,2016-01-07,60.0,72.0,right,56.0,53.8,42.4,53.4,61.0,48.6,24.3,8.2
Jhonny Mosquera,1991-02-17,22.87,2016-05-12,65.0,68.0,right,56.0,50.2,56.0,72.6,59.6,60.8,55.7,8.2
Jiloan Hamad,1990-11-06,24.18,2016-03-03,71.0,74.0,right,69.0,56.8,67.2,78.8,66.6,63.0,40.0,10.4
Jim Larsen,1985-11-06,24.75,2016-05-26,71.0,71.0,right,38.0,50.6,43.2,53.8,66.0,53.2,70.3,10.6
Jim McAlister,1985-11-02,22.18,2016-04-21,64.0,64.0,right,55.0,56.0,58.0,67.4,68.8,57.0,53.7,11.4
Jim O'Brien,1987-09-28,20.23,2016-06-09,65.0,65.0,right,66.0,58.4,64.0,70.6,64.6,63.8,58.7,7.2
Jimmy Briand,1985-08-02,23.87,2016-04-14,76.0,76.0,right,69.0,75.2,64.6,74.8,75.8,66.2,43.3,8.2
Jimmy Cabot,1994-04-18,21.97,2016-02-18,69.0,79.0,right,63.0,59.0,60.6,83.0,60.0,46.2,26.3,12.4
Jo Inge Berget,1990-09-11,23.62,2016-03-31,70.0,73.0,right,66.0,62.2,61.2,71.0,70.8,62.8,42.3,12.0
Jo-Gook Jung,1984-04-23,22.69,2016-06-30,67.0,67.0,right,54.0,64.4,60.4,60.2,71.0,50.8,20.0,11.4
Joachim Andersen,1996-05-31,21.5,2016-04-14,67.0,79.0,right,44.0,47.8,50.2,64.8,61.0,50.6,67.0,11.6
Joan Jordan,1994-07-06,22.11,2016-03-10,66.0,73.0,right,65.0,54.2,59.2,62.0,64.6,61.2,55.0,11.8
Joan Roman,1993-05-18,22.4,2016-01-21,71.0,78.0,right,59.0,57.6,69.2,78.6,60.2,58.0,45.0,9.8
Joan Verdu,1983-05-05,22.53,2016-03-03,76.0,76.0,right,76.0,67.6,79.6,67.6,62.8,66.8,44.0,10.6
Joao Aurelio,1988-08-17,22.38,2016-04-14,74.0,75.0,right,69.0,68.0,69.4,70.8,74.4,67.8,73.3,11.0
Joao Cancelo,1994-05-27,21.56,2016-01-14,75.0,84.0,right,60.0,63.2,74.8,78.2,68.0,63.2,73.3,11.6
Joao Carlos,1982-01-01,22.6,2016-05-19,70.0,70.0,right,54.0,54.0,60.2,57.2,60.8,55.4,71.0,10.2
Joao Diogo,1988-02-28,23.48,2016-03-10,70.0,70.0,right,51.0,54.6,59.0,75.6,63.6,59.8,69.3,12.6
Joao Gois,1990-05-05,21.56,2016-05-12,67.0,69.0,right,34.0,48.0,50.4,66.2,59.8,54.6,72.0,9.6
Joao Mario,1993-01-19,23.1,2016-05-05,80.0,86.0,right,71.0,71.4,76.6,76.4,73.4,71.0,66.7,9.0
Joao Meira,1987-04-30,22.69,2016-06-02,69.0,69.0,right,30.0,43.6,43.4,56.6,57.0,51.6,67.7,12.0
Joao Moreno,1981-08-19,23.24,2016-04-07,68.0,68.0,right,63.0,52.8,49.8,56.6,67.0,59.2,67.0,9.2
Joao Moutinho,1986-09-08,20.99,2016-03-10,83.0,83.0,right,82.0,76.4,81.8,78.4,77.4,76.8,70.0,13.8
Joao Novais,1993-07-10,22.1,2016-04-21,60.0,65.0,right,40.0,53.0,66.8,62.8,58.6,50.0,49.0,9.2
Joao Palinha,1995-07-09,22.62,2016-03-24,74.0,85.0,right,60.0,57.4,60.8,63.2,75.2,62.4,72.3,9.2
Joao Pedro Galvao,1992-03-09,21.84,2016-03-24,72.0,77.0,right,73.0,68.0,67.0,71.2,72.6,61.8,34.0,12.0
Joao Pereira,1984-02-25,22.2,2016-01-07,76.0,76.0,right,61.0,62.6,68.6,77.4,67.4,72.0,77.3,10.6
Joao Rodriguez,1996-05-19,21.2,2016-03-24,60.0,71.0,right,57.0,56.2,53.8,69.4,54.0,49.8,30.3,11.2
Joao Silva,1990-05-21,25.07,2016-04-07,68.0,70.0,right,55.0,56.4,46.2,63.4,68.0,53.0,16.0,10.0
Joao Teixeira,1994-02-06,22.81,2016-03-03,69.0,78.0,right,68.0,55.2,62.2,69.0,67.6,66.6,59.0,10.0
Joaozinho,1989-07-02,20.05,2016-03-24,71.0,72.0,left,71.0,55.8,69.4,71.8,66.8,60.8,72.7,11.0
Joaquim Adao,1992-07-14,22.38,2016-04-07,52.0,60.0,right,42.0,44.8,51.4,62.6,54.8,54.6,57.3,11.0
Joaquin Boghossian,1987-06-19,22.88,2016-01-28,64.0,64.0,right,59.0,61.8,51.2,37.4,64.4,58.2,16.3,11.0
Joaquin Correa,1994-08-13,21.83,2016-05-12,71.0,79.0,right,71.0,61.6,71.4,74.6,66.6,51.2,18.7,8.8
Joaquin,1981-07-21,23.67,2016-05-12,79.0,79.0,right,77.0,72.0,82.6,76.0,67.4,64.2,36.3,10.0
Joe Allen,1990-03-14,22.11,2016-03-17,76.0,78.0,right,60.0,58.4,67.4,76.4,67.2,65.6,66.7,9.8
Joe Cole,1981-11-08,23.78,2016-04-14,71.0,71.0,right,69.0,67.4,77.4,59.0,56.8,63.4,33.0,10.2
Joe Hart,1987-04-19,23.83,2016-01-28,84.0,84.0,right,19.0,17.8,21.6,56.2,49.0,35.4,13.7,82.4
Joe Ledley,1987-01-21,21.84,2016-01-28,74.0,74.0,left,67.0,67.0,68.2,70.0,76.2,71.2,69.3,11.4
Joe Lewis,1987-10-06,21.61,2016-06-09,67.0,67.0,right,13.0,16.2,20.4,56.8,43.0,24.4,14.3,66.2
Joe Riley,1991-10-13,21.29,2016-03-03,62.0,68.0,right,70.0,52.0,58.6,69.4,64.4,54.8,59.3,10.2
Joe Shaughnessy,1992-07-06,20.61,2016-04-28,62.0,68.0,left,13.0,39.4,48.0,64.8,48.4,43.0,64.7,12.2
Joeel Sami,1984-11-13,25.62,2016-03-24,70.0,70.0,right,46.0,52.8,52.0,39.2,64.4,51.0,69.3,12.0
Joel Campbell,1992-02-10,22.81,2016-03-17,76.0,82.0,left,74.0,66.6,73.0,81.8,76.2,67.8,40.0,13.2
Joel Chukwuma Obi,1991-05-22,23.18,2016-06-02,72.0,76.0,left,69.0,63.4,65.4,82.6,72.2,69.4,71.0,12.4
Joel Drommel,1996-11-16,20.94,2016-03-03,66.0,80.0,right,16.0,20.4,27.6,51.4,43.6,23.8,18.3,65.4
Joel Ekstrand,1989-02-04,21.83,2016-05-12,71.0,71.0,right,36.0,45.0,46.6,52.8,55.0,53.2,74.7,14.4
Joel Gerezgiher,1995-10-09,23.18,2016-05-05,60.0,72.0,right,48.0,53.0,59.0,68.8,52.0,48.4,36.0,11.2
Joel Mall,1991-04-05,22.28,2016-04-07,65.0,69.0,right,9.0,10.0,10.6,46.8,36.2,26.2,9.7,64.6
Joel Matip,1991-08-08,23.48,2016-01-07,81.0,83.0,right,48.0,61.0,59.2,67.4,66.6,63.8,82.3,10.6
Joel Robles,1990-06-17,23.48,2016-06-23,74.0,76.0,right,11.0,12.6,19.4,51.2,42.6,22.8,13.3,74.8
Joel Untersee,1994-02-11,23.39,2016-02-11,60.0,70.0,right,45.0,45.8,48.4,62.2,58.8,45.2,66.3,3.8
Joel Veltman,1992-01-15,21.84,2016-05-05,78.0,82.0,right,41.0,59.0,55.0,71.2,62.2,61.4,82.0,8.6
Joey Barton,1982-09-02,21.48,2016-04-21,75.0,75.0,right,74.0,70.0,73.8,66.4,75.8,77.4,71.0,10.0
Joey Dujardin,1996-02-16,23.43,2016-05-19,57.0,67.0,right,35.0,43.4,44.2,63.8,54.4,42.0,60.0,11.2
Joey O'Brien,1986-02-17,21.48,2016-04-07,68.0,68.0,right,39.0,60.2,59.0,59.6,61.0,64.0,75.0,9.6
Joey Sleegers,1994-07-20,20.52,2016-03-17,67.0,75.0,right,71.0,59.6,69.0,69.6,55.8,44.0,18.7,13.6
Joey van den Berg,1986-02-13,23.06,2016-03-10,72.0,72.0,left,69.0,63.8,66.0,63.2,73.2,72.4,68.3,10.2
Joffre David Guerron,1985-04-28,24.27,2016-04-14,71.0,71.0,right,55.0,66.2,66.2,76.8,73.4,59.6,45.3,11.6
Johan Audel,1983-12-12,23.01,2016-05-05,71.0,71.0,left,61.0,65.8,66.6,72.0,60.8,62.0,19.7,10.0
Johan Bertilsson,1988-02-15,21.52,2016-03-17,64.0,64.0,right,64.0,57.6,61.0,69.4,62.6,53.0,24.3,10.4
Johan Carrasso,1988-05-07,24.65,2016-05-12,66.0,66.0,right,8.0,12.2,13.6,54.2,33.2,23.6,9.7,66.0
Johan Cavalli,1981-09-12,22.4,2016-05-12,70.0,70.0,left,65.0,63.0,63.2,75.4,62.2,68.2,47.3,12.4
Johan Djourou,1987-01-18,24.0,2016-04-28,76.0,76.0,right,28.0,52.8,54.6,60.6,55.6,58.0,75.3,13.0
Johan Kappelhof,1990-08-05,22.45,2016-02-04,69.0,71.0,right,28.0,51.6,52.8,68.8,58.6,59.8,68.3,11.0
Johan Maartensson,1989-02-16,23.01,2016-02-18,67.0,68.0,left,57.0,55.6,63.6,67.0,67.0,65.2,58.0,12.4
Johan Martial,1991-05-30,22.78,2016-06-02,67.0,71.0,right,22.0,47.0,46.0,62.2,55.4,49.8,66.0,13.0
Johan Mojica,1992-08-21,21.24,2016-06-30,74.0,79.0,left,59.0,60.4,69.6,81.8,76.4,69.4,66.7,11.8
Johann Berg Gudmundsson,1990-10-27,24.39,2016-04-28,71.0,74.0,left,74.0,65.4,73.0,73.2,72.4,61.2,48.0,9.0
Johann Durand,1981-06-17,21.29,2016-02-18,61.0,61.0,right,12.0,15.6,17.6,38.4,29.4,21.4,15.0,61.6
Johann Ramare,1984-06-05,22.73,2016-04-07,68.0,68.0,right,50.0,54.2,62.4,59.6,71.6,60.2,66.0,10.8
Johannes Flum,1987-12-14,22.62,2016-03-24,73.0,73.0,right,68.0,65.2,63.8,56.4,68.8,68.2,69.0,12.2
Johannes Geis,1993-08-17,24.97,2016-04-28,79.0,84.0,right,79.0,70.4,82.4,68.0,81.2,76.6,76.0,13.6
Johannes van den Bergh,1986-11-21,22.38,2016-03-10,70.0,70.0,left,39.0,52.4,56.6,70.0,62.8,54.0,73.0,10.8
Joher Khadim Rassoul,1995-12-31,23.24,2016-04-07,65.0,75.0,right,57.0,43.0,52.0,64.8,68.8,54.4,64.0,11.2
John Anthony Brooks,1993-01-28,20.94,2016-03-31,77.0,83.0,left,29.0,50.2,46.8,65.0,59.0,56.2,79.3,8.8
John Arne Riise,1980-09-24,23.24,2016-04-21,72.0,72.0,left,69.0,70.6,72.0,62.4,75.4,69.8,78.0,11.6
John Bostock,1992-01-15,23.5,2016-03-24,68.0,72.0,left,72.0,63.2,69.2,65.8,72.8,65.4,44.0,12.8
John Boye,1987-04-23,20.98,2016-04-07,70.0,70.0,right,23.0,48.0,44.8,65.8,58.6,53.6,67.7,8.4
John Fleck,1991-08-24,24.9,2016-04-14,65.0,69.0,left,65.0,60.6,67.8,67.6,71.0,65.6,58.0,8.2
John Goossens,1988-07-25,22.15,2016-04-14,70.0,71.0,left,83.0,64.4,73.6,68.4,72.2,57.6,33.7,9.6
John Herron,1994-02-01,21.84,2016-04-07,55.0,61.0,right,45.0,49.6,53.8,62.2,51.6,51.6,41.0,11.6
John Obi Mikel,1987-04-22,23.5,2016-03-10,77.0,77.0,right,60.0,64.6,67.6,57.0,76.6,62.2,77.7,13.4
John Rankin,1983-06-27,26.15,2016-03-10,63.0,63.0,left,71.0,60.8,61.2,71.2,78.8,57.8,57.7,7.8
John Souttar,1996-09-25,21.18,2016-04-28,64.0,77.0,right,22.0,40.8,50.8,64.6,52.8,45.4,64.3,11.6
John Stones,1994-05-28,21.18,2016-01-21,77.0,87.0,right,41.0,54.2,53.0,68.8,62.6,57.8,80.0,10.2
John Sullivan,1991-01-06,22.11,2016-04-28,56.0,58.0,right,52.0,49.2,50.0,48.8,56.6,51.6,55.3,10.4
John Sutton,1983-12-26,25.86,2016-04-14,65.0,65.0,right,55.0,56.4,46.2,52.2,70.6,60.2,15.0,12.4
John Terry,1980-12-07,25.42,2016-03-10,84.0,84.0,right,33.0,59.8,49.4,48.4,65.4,64.0,86.0,9.6
John Tshibumbu,1989-01-06,22.74,2016-04-21,67.0,67.0,right,67.0,62.6,62.6,73.6,66.2,54.0,18.0,10.8
John Verhoek,1989-03-25,24.01,2016-03-31,67.0,68.0,right,63.0,62.2,58.8,61.0,72.6,59.2,31.7,10.6
Johnny Russell,1990-04-08,24.68,2016-04-28,71.0,72.0,left,61.0,65.0,54.6,77.4,74.0,66.0,34.3,11.0
Johny Placide,1988-01-29,27.34,2016-04-07,68.0,68.0,right,11.0,17.0,16.2,51.4,34.8,20.2,12.0,66.6
Joleon Lescott,1982-08-16,25.16,2016-04-14,74.0,74.0,left,40.0,60.0,53.0,51.4,65.0,57.0,77.3,9.4
Jon Aurtenetxe,1992-01-03,23.6,2016-06-30,71.0,75.0,left,48.0,59.4,64.4,69.0,68.2,61.6,70.3,12.0
Jon Bautista,1995-07-03,22.81,2016-03-03,60.0,74.0,right,64.0,53.2,48.2,63.8,60.8,45.6,14.3,10.6
Jon Errasti,1988-06-01,24.97,2016-06-02,73.0,73.0,right,34.0,46.4,55.0,62.6,64.4,60.6,74.7,11.4
Jon Flanagan,1993-01-01,21.2,2016-03-24,72.0,80.0,right,32.0,53.6,52.2,70.8,55.2,60.6,77.7,12.6
Jon Gaztanaga,1991-06-28,21.48,2016-06-30,66.0,70.0,left,31.0,45.6,48.6,58.0,56.4,54.2,67.7,11.2
Jon Gudni Fjoluson,1989-04-10,23.75,2016-04-14,63.0,64.0,left,53.0,47.4,46.6,53.6,62.0,54.4,61.3,13.4
Jonas Hector,1990-05-27,21.77,2016-06-02,78.0,80.0,left,61.0,65.8,71.4,74.0,69.8,67.8,77.0,11.0
Jonas Hofmann,1992-07-14,23.18,2016-01-07,76.0,79.0,right,62.0,63.6,72.2,79.2,62.6,63.0,29.0,8.4
Jonas Kamper,1983-05-03,23.33,2016-05-19,66.0,66.0,right,69.0,58.0,63.4,71.2,67.6,56.6,29.0,11.4
Jonas Loessl,1989-02-01,23.24,2016-04-28,76.0,77.0,right,15.0,16.8,19.0,58.4,40.6,25.0,13.3,75.8
Jonas Martin,1990-04-09,22.78,2016-02-18,75.0,77.0,right,73.0,71.2,73.2,72.4,72.2,73.0,71.0,11.2
Jonas Olsson,1983-03-10,22.52,2016-04-21,77.0,77.0,left,57.0,63.2,58.2,51.8,66.0,63.8,77.0,12.4
Jonas Omlin,1994-01-10,22.6,2016-03-10,51.0,61.0,right,18.0,18.6,20.4,44.4,39.4,18.2,15.3,51.8
Jonas Ramalho,1993-06-10,20.92,2016-03-03,69.0,77.0,right,34.0,54.2,48.0,66.6,52.2,53.8,73.7,12.2
Jonas,1984-04-01,23.01,2016-03-24,83.0,83.0,right,84.0,81.2,81.0,77.4,74.4,69.2,24.3,8.6
Jonatan Montiel,1998-09-03,22.5,2016-04-21,67.0,77.0,left,65.0,49.8,54.8,66.8,52.8,53.0,34.7,9.4
Jonathan Biabiany,1988-04-28,23.1,2016-04-28,77.0,77.0,right,57.0,67.6,65.2,86.0,66.6,56.8,26.7,7.2
Jonathan Bottinelli,1984-09-14,24.27,2016-02-18,71.0,71.0,left,27.0,50.8,47.4,51.6,59.4,50.2,71.0,8.8
Jonathan Brison,1983-02-07,23.1,2016-01-14,70.0,70.0,left,57.0,65.8,67.4,69.4,65.6,61.8,72.3,12.6
Jonathan Buatu Mananga,1993-09-27,24.65,2016-03-24,64.0,70.0,left,44.0,49.2,48.8,60.2,64.4,56.4,61.7,9.0
Jonathan Cristaldo,1989-03-05,22.74,2016-04-07,74.0,74.0,right,75.0,70.0,61.6,75.8,67.2,59.4,21.7,12.6
Jonathan Cristian Silva,1994-06-29,22.81,2016-02-11,73.0,79.0,left,76.0,59.0,68.6,76.4,73.4,63.6,73.7,10.6
Jonathan De Guzman,1987-09-13,23.42,2016-05-12,76.0,76.0,right,82.0,68.8,78.0,78.4,75.2,64.0,49.0,9.2
Jonathan Delaplace,1986-03-20,24.21,2016-03-03,72.0,72.0,right,62.0,55.4,68.6,74.4,69.8,67.0,66.3,9.0
Jonathan dos Santos,1990-04-04,22.81,2016-05-12,79.0,81.0,right,74.0,71.0,80.0,73.4,68.8,68.8,55.7,11.8
Jonathan Franks,1990-04-08,23.78,2016-04-28,57.0,59.0,right,49.0,53.0,46.6,70.4,62.8,49.8,30.3,11.6
Jonathan Glao Tah,1996-02-11,26.29,2016-01-07,76.0,88.0,right,25.0,45.4,47.4,58.6,58.2,52.8,76.0,9.8
Jonathan Hayes,1987-07-09,24.12,2016-05-12,69.0,69.0,left,68.0,54.6,65.0,81.4,73.4,54.4,42.3,10.6
Jonathan Hogg,1988-12-06,23.1,2016-05-12,70.0,70.0,right,58.0,59.8,57.2,74.6,70.6,60.2,70.0,10.4
Jonathan Howson,1988-05-21,23.71,2016-06-02,72.0,72.0,right,77.0,62.0,68.8,70.2,72.4,69.6,59.0,12.0
Jonathan Legear,1987-04-13,23.71,2016-04-21,67.0,67.0,right,68.0,63.6,67.4,73.6,63.8,56.6,38.0,12.8
Jonathan Leko,1999-04-24,19.12,2016-05-05,65.0,84.0,right,57.0,54.4,50.0,76.0,65.4,47.4,20.0,9.2
Jonathan Ligali,1991-05-28,25.77,2016-06-02,68.0,72.0,right,10.0,16.6,17.0,46.4,39.2,15.6,12.7,68.0
Jonathan Martins-Pereira,1986-01-30,23.33,2016-05-05,71.0,71.0,right,62.0,58.2,61.4,65.2,65.2,63.4,74.7,11.4
Jonathan Mensah,1990-07-13,23.5,2016-03-03,63.0,67.0,right,39.0,46.0,39.4,57.4,61.2,48.2,60.7,9.6
Jonathan Parr,1988-10-21,22.38,2016-01-21,68.0,68.0,left,54.0,60.2,57.4,70.8,65.0,59.6,67.7,9.4
Jonathan Rivierez,1989-05-18,24.55,2016-05-19,68.0,69.0,right,25.0,48.8,45.6,64.4,61.4,46.6,67.7,13.4
Jonathan Rodriguez,1993-07-06,23.99,2016-06-16,74.0,82.0,right,74.0,68.0,63.4,77.4,70.2,62.0,26.0,10.6
Jonathan Sabbatini,1988-03-31,23.18,2016-03-31,60.0,60.0,right,40.0,54.6,57.2,65.2,53.0,58.6,46.3,9.0
Jonathan Santana,1981-10-19,24.27,2016-03-31,65.0,65.0,right,65.0,65.2,66.2,59.6,66.0,62.0,57.7,9.4
Jonathan Schmid,1990-06-26,24.68,2016-06-23,75.0,77.0,right,68.0,66.6,74.2,78.8,72.4,69.0,61.3,9.4
Jonathan Spector,1986-01-03,24.55,2016-03-17,69.0,69.0,right,56.0,56.0,57.0,70.2,69.8,60.8,66.7,11.6
Jonathan Urretaviscaya,1990-03-19,22.45,2016-03-24,72.0,74.0,right,64.0,64.6,71.0,78.0,63.8,56.6,29.7,11.2
Jonathan Viera,1989-10-01,22.08,2016-03-24,77.0,79.0,right,71.0,62.8,77.6,79.0,65.6,61.2,14.7,12.8
Jonathan Vila,1986-03-06,22.69,2016-01-21,70.0,70.0,right,42.0,53.8,55.8,63.2,62.2,55.0,73.3,10.4
Jonathan Walters,1983-09-20,23.6,2016-03-03,74.0,74.0,right,69.0,72.6,65.2,70.6,78.6,71.6,53.7,9.0
Jonathan Woodgate,1980-01-22,23.87,2016-01-28,71.0,71.0,right,36.0,49.4,42.2,49.4,53.2,55.8,72.0,9.4
Jonathan Zongo,1992-12-02,21.56,2016-04-07,72.0,73.0,right,60.0,63.0,63.0,81.8,74.8,59.8,31.0,10.8
Jonathas,1989-03-06,23.37,2016-03-10,79.0,80.0,right,73.0,71.8,55.2,67.4,78.0,67.0,26.7,9.2
Jonathon Grounds,1988-02-02,25.33,2016-04-21,68.0,68.0,left,43.0,51.0,54.2,63.2,62.8,51.4,69.0,10.6
Jonjo Shelvey,1992-02-27,24.82,2016-01-14,77.0,83.0,right,81.0,70.6,75.0,66.6,77.4,72.4,61.0,12.8
Jonny Evans,1988-01-02,21.83,2016-03-10,78.0,78.0,right,25.0,55.8,45.2,64.2,57.8,55.2,80.3,13.4
Jony,1991-07-09,25.25,2016-06-23,77.0,81.0,left,73.0,65.8,76.0,82.8,69.8,65.8,44.7,12.4
Joo-Ho Park,1987-01-16,23.78,2016-01-07,74.0,74.0,left,52.0,54.6,69.8,77.4,66.6,62.6,76.7,11.6
Jop van der Linden,1990-07-17,20.93,2016-03-03,72.0,74.0,left,70.0,56.2,69.0,43.8,66.0,63.8,74.7,10.6
Jordan Adeoti,1989-03-12,24.28,2016-03-17,70.0,71.0,right,53.0,56.0,49.2,60.4,62.8,60.2,69.0,9.6
Jordan Ayew,1991-09-11,24.28,2016-04-14,76.0,80.0,right,74.0,74.8,72.2,76.8,73.0,65.2,23.3,9.0
Jordan Bowery,1991-07-02,21.57,2016-01-28,63.0,69.0,right,59.0,57.6,45.8,70.2,65.4,45.0,24.0,11.0
Jordan Ferri,1992-03-12,23.42,2016-04-21,76.0,80.0,right,80.0,63.6,71.0,75.4,72.8,70.2,66.0,11.8
Jordan Forster,1993-09-23,21.57,2016-03-10,61.0,70.0,right,29.0,41.8,40.2,47.4,53.4,41.4,63.7,11.6
Jordan Henderson,1990-06-17,20.07,2016-06-23,79.0,81.0,right,71.0,73.6,76.8,74.6,78.8,73.6,71.0,9.8
Jordan Leborgne,1995-09-29,21.13,2016-03-03,64.0,78.0,right,50.0,58.8,65.0,68.8,57.2,58.2,60.0,10.2
Jordan Loties,1984-08-05,22.62,2016-03-24,70.0,70.0,right,61.0,49.6,50.8,37.0,60.8,56.6,71.7,10.6
Jordan Lukaku,1994-07-25,23.06,2016-04-21,72.0,80.0,left,56.0,61.6,61.8,79.0,74.2,63.4,69.7,10.6
Jordan Lyden,1997-01-01,22.1,2016-03-24,58.0,72.0,right,49.0,51.8,56.0,59.6,58.4,52.4,60.0,10.6
Jordan McGhee,1996-07-24,20.32,2016-05-05,58.0,71.0,right,23.0,41.0,40.4,60.4,55.4,41.6,61.0,14.2
Jordan Mustoe,1991-01-28,23.01,2016-05-12,64.0,66.0,left,20.0,46.8,53.0,66.4,53.4,52.8,64.7,9.4
Jordan Pickford,1994-03-07,22.43,2016-04-21,71.0,81.0,left,13.0,19.8,20.4,50.6,37.6,34.2,15.3,73.4
Jordan Remacle,1987-02-14,22.74,2016-03-24,70.0,70.0,right,70.0,60.6,70.0,73.8,66.0,59.6,28.0,9.2
Jordan Roberts,1994-01-05,21.9,2016-03-10,58.0,63.0,left,46.0,52.8,53.6,69.8,58.4,52.6,48.7,13.6
Jordan Rolly Botaka,1993-06-24,21.84,2016-04-28,65.0,73.0,right,67.0,58.2,60.8,73.2,67.6,50.8,20.3,12.8
Jordan Slew,1992-09-07,22.37,2016-05-12,57.0,65.0,right,49.0,50.8,42.4,64.2,58.4,47.2,23.0,12.8
Jordan Spence,1990-05-24,21.83,2016-06-02,65.0,67.0,right,47.0,47.4,54.2,62.2,65.2,51.8,68.7,11.0
Jordan Veretout,1993-03-01,21.56,2016-03-24,76.0,82.0,right,74.0,70.2,74.0,69.2,71.8,71.0,66.7,9.4
Jordi Alba,1989-03-21,23.49,2016-03-24,84.0,85.0,left,66.0,70.4,74.6,88.4,73.6,72.2,81.7,12.0
Jordi Amat,1992-03-21,24.14,2016-03-10,75.0,81.0,right,65.0,46.6,48.6,63.0,73.0,54.0,78.3,9.2
Jordi Figueras,1987-05-16,23.88,2016-05-12,71.0,71.0,left,22.0,44.6,50.6,45.2,58.6,53.8,69.0,11.0
Jordi Gomez,1985-05-24,23.39,2016-06-09,70.0,70.0,left,75.0,65.0,73.4,59.4,67.6,65.6,48.0,9.4
Jordi Vanlerberghe,1996-06-27,23.24,2016-05-12,64.0,76.0,right,61.0,59.8,62.2,66.0,62.8,57.6,63.3,12.6
